YYYY(기준연도)	IND_CLASS_ORDER(산업분류_차수)	ZONE_C(행정구역분류코드)	D_SEX(사업체_대표자성별)	D_AGE(사업체_대표자생년)	JOSIC_C(조직형태코드)	KUBUN_C(사업체구분코드)	CHANG_Y(설립연도)	CHANG_M(설립월)	SN1_B(산업세세분류)	EMP_JA_M(자영업자_남자)	EMP_JA_F(자영업자_여자)	EMP_JA(자영업자_계)	EMP_MU_M(무급가족종사자_남자)	EMP_MU_F(무급가족종사자_여자)	EMP_MU(무급가족종사자_계)	EMP_SA_M(상용종사자_남자)	EMP_SA_F(상용종사자_여자)	EMP_SA(상용종사자_계)	EMP_IM_M(임시일용종사자_남자)	EMP_IM_F(임시일용종사자_여자)	EMP_IM(임시일용종사자_계)	EMP_MO_M(무급종사자_남자)	EMP_MO_F(무급종사자_여자)	EMP_MO(무급종사자_계)	EMP_TO_M(T종사자_남자)	EMP_TO_F(T종사자_여자)	EMP_TO(T종사자_합계)
2013	9	1110059	2	1960	1	1	2012	8	47511	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2
2013	9	1110059	2	1947	1	1	2012	7	47612	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	2	1	3
2013	9	1110059	2	1981	1	1	2012	5	87210	0	1	1	0	0	0	0	4	4	0	0	0	0	0	0	0	5	5
2013	9	1110059	1	1953	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1944	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2010	1	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	1996	7	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1944	1	1	2006	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1943	1	1	2006	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1946	1	1	2008	1	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1943	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1934	1	1	1980	11	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1944	1	1	2009	7	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	2	1953	1	1	2008	1	49312	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2013	9	1110059	1	1958	1	1	2002	8	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1950	1	1	2001	3	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1958	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2011	4	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2009	5	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1950	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1948	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1979	1	1	1986	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1946	1	1	2009	3	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1947	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1950	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1957	1	1	2008	2	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1950	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1946	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1940	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1940	1	1	2009	3	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1972	1	1	2013	1	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1970	1	1	1999	10	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1943	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1957	1	1	2002	2	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1979	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1979	1	1	1997	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1961	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1953	1	1	2004	3	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1951	1	1	2003	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2005	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1947	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1948	1	1	2006	10	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1943	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1957	1	1	2001	5	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1961	1	1	2008	1	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1953	1	1	1994	6	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2006	12	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1958	1	1	1997	2	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2006	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2004	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1947	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1946	1	1	2003	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1958	1	1	2003	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1948	1	1	2004	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2008	1	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1956	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1951	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1946	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1935	1	1	2004	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1945	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1945	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2005	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1966	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1973	1	1	2010	5	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1950	1	1	1999	3	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2003	5	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1956	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1963	1	1	2004	5	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1957	1	1	2004	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1942	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1970	1	1	2006	11	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1946	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2005	3	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1938	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1972	1	1	2007	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1964	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1970	1	1	2005	1	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1950	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1953	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1961	1	1	2005	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2004	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1947	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1957	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1959	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1945	1	1	2007	3	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2012	11	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1964	1	1	1993	3	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2011	1	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1948	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1951	1	1	1985	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1950	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1969	1	1	2008	1	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1958	1	1	2006	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2012	2	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1943	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1971	1	1	2012	2	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1958	1	1	2006	3	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2012	11	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1951	1	1	2010	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1940	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2003	1	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2003	12	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1951	1	1	2007	4	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1944	1	1	1999	12	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1967	1	1	2000	12	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1948	1	1	2001	2	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1948	1	1	2011	10	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1967	1	1	2011	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1957	1	1	2011	4	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1953	1	1	2009	3	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1973	1	1	2011	4	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1958	1	1	1998	7	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1962	1	1	2001	6	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2007	5	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1958	1	1	2003	9	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2007	1	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2001	9	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1963	1	1	1999	7	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1964	1	1	2004	6	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1979	1	1	2010	8	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1951	1	1	2009	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1956	1	1	2008	1	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1979	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1944	1	1	1998	3	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1951	1	1	2010	4	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1944	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1947	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1953	1	1	2005	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1951	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1942	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1946	1	1	1999	5	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1957	1	1	2006	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1949	1	1	2009	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1939	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1964	1	1	2005	12	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1971	1	1	2009	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1958	1	1	2006	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2013	1	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1944	1	1	1989	3	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2004	9	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1956	1	1	2000	4	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1974	1	1	2004	6	49312	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1979	1	1	2012	5	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1956	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1979	1	1	1992	11	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2008	11	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1950	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2004	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1979	1	1	1984	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1955	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1957	1	1	2006	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1953	1	1	2007	2	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1944	1	1	2002	8	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1948	1	1	1984	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1939	1	1	2006	11	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1946	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1953	1	1	2013	10	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2012	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1943	1	1	2008	1	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1954	1	1	2003	9	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1961	1	1	2008	6	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1942	1	1	2007	11	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2013	9	1110059	1	1952	1	1	2005	7	49231	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
